epoch_number,train_loss,val_loss
1,565.8948113918304,77.72374033927917
2,292.92748245596886,65.96909195184708
3,253.1124571338296,59.18129601329565
4,229.48465213924646,54.53528882563114
5,215.66923477500677,52.66505913436413
6,206.48941080272198,50.13729589432478
7,196.79448584839702,49.82162644714117
8,191.46665563434362,48.917116209864616
9,185.2874704822898,47.322521295398474
10,178.4929895401001,46.6731521487236
11,175.54289135336876,47.37283390760422
12,171.86157466098666,45.98620565235615
13,166.3397492915392,46.167643051594496
14,164.86725226417184,45.437437281012535
15,159.3100541010499,44.31347957253456
16,157.15259768813848,45.29482226446271
17,154.0893623791635,44.81855256296694
18,150.30822382122278,43.463026344776154
19,148.49291791021824,45.4893888682127
20,145.91259373351932,43.722070068120956
